Designer,Name,Link,Photo,Category,Price,Projects,Hearts
Rebecca Danger,Robbie the Radiant Robot,http://www.ravelry.com/patterns/library/robbie-the-radiant-robot,http://farm4.static.flickr.com/3609/3573867875_16ba63d91b_m.jpg,Softies,6,109,5
Rebecca Danger,Quincy Quade Quentin a...,http://www.ravelry.com/patterns/library/quincy-quade-quentin-a-very-memorable-monster,http://images4-b.ravelrycache.com/uploads/rebeccadanger/29926966/quincys1_small.jpg,Softies,6,95,2
Rebecca Danger,Herman The Enigmatic Bear,http://www.ravelry.com/patterns/library/herman-the-enigmatic-bear,http://farm4.static.flickr.com/3388/3248347356_40690036ff_m.jpg,Softies,6,88,2
Rebecca Danger,Sherman the Square Dan...,http://www.ravelry.com/patterns/library/sherman-the-square-dancing-stegosaurus,http://images4-b.ravelrycache.com/uploads/rebeccadanger/108591258/steggies1_small_best_fit.jpg,Softies,6,85,505
Rebecca Danger,#25 Corbin the Creativ...,http://www.ravelry.com/patterns/library/25-corbin-the-creative-monster,http://images4.ravelrycache.com/uploads/rebeccadanger/71039569/corbin_small.jpg,Softies,0,84,1
Cookie A,Monkey,http://www.ravelry.com/patterns/library/monkey,http://images4-b.ravelrycache.com/uploads/Cookie/43390612/monkey_1_small.jpg,Feet / Legs,6,16734,45
Cookie A,Pomatomus,http://www.ravelry.com/patterns/library/pomatomus,http://farm1.static.flickr.com/40/123815955_83905aa2f7_m.jpg,Feet / Legs,0,4384,17
Cookie A,Hedera,http://www.ravelry.com/patterns/library/hedera,http://images4.ravelrycache.com/uploads/Cookie/43390488/hedera_1_small.jpg,Feet / Legs,6,3894,13
Cookie A,Kai-Mei ,http://www.ravelry.com/patterns/library/kai-mei,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6575339/kai-mei1_small_best_fit.jpg,Feet / Legs,0,2500,13
Cookie A,BFF Socks,http://www.ravelry.com/patterns/library/bff-socks,http://images4.ravelrycache.com/uploads/Cookie/43390209/bff_1_small.jpg,Feet / Legs,6,1474,14
Cookie A,Angee,http://www.ravelry.com/patterns/library/angee,http://images4.ravelrycache.com/uploads/LisaQ2008/6507144/Angee1_small_best_fit.jpg,Feet / Legs,0,1298,5
Cookie A,Baudelaire,http://www.ravelry.com/patterns/library/baudelaire,http://images4-b.ravelrycache.com/uploads/casey/153924290/www.knitty.com-baudelairealt2_small_best_fit.jpg,Feet / Legs,0,1273,3
Cookie A,Wanida ,http://www.ravelry.com/patterns/library/wanida,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6507905/wanida1_small_best_fit.jpg,Feet / Legs,0,1037,8
Cookie A,Sunshine,http://www.ravelry.com/patterns/library/sunshine-11,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6381045/Sunshine1_small_best_fit.jpg,Feet / Legs,0,994,9
Cookie A,Rick,http://www.ravelry.com/patterns/library/rick,http://images4.ravelrycache.com/uploads/LisaQ2008/6583695/Rick1_small_best_fit.jpg,Feet / Legs,0,842,4
Cookie A,Twisted Flower Sock,http://www.ravelry.com/patterns/library/twisted-flower-sock,http://images4-b.ravelrycache.com/uploads/Cookie/43388722/twisted_flower_1_small.jpg,Feet / Legs,6.5,803,6
Cookie A,Cauchy,http://www.ravelry.com/patterns/library/cauchy,http://images4.ravelrycache.com/uploads/LisaQ2008/6571874/cauchy_small_best_fit.jpg,Feet / Legs,0,753,3
Cookie A,Pointelle,http://www.ravelry.com/patterns/library/pointelle,http://images4-b.ravelrycache.com/uploads/Cookie/43402565/pointelle_1_small.jpg,Feet / Legs,6.5,733,5
Cookie A,Glynis,http://www.ravelry.com/patterns/library/glynis,http://images4.ravelrycache.com/uploads/LisaQ2008/6380792/Glynis1_small_best_fit.jpg,Feet / Legs,0,722,4
Cookie A,Vilai,http://www.ravelry.com/patterns/library/vilai,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6506542/Vilai_small_best_fit.jpg,Feet / Legs,0,721,5
Cookie A,#03 Marlene,http://www.ravelry.com/patterns/library/03-marlene,http://farm4.static.flickr.com/3229/3121763162_7ef4ba9418_m.jpg,Feet / Legs,0,710,12
Cookie A,Eunice,http://www.ravelry.com/patterns/library/eunice,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6380958/Eunice1_small_best_fit.jpg,Feet / Legs,0,645,4
Cookie A,Thelonious Sock,http://www.ravelry.com/patterns/library/thelonious-sock,http://images4-b.ravelrycache.com/uploads/Cookie/43390016/thelonious_3_small.jpg,Feet / Legs,6.5,570,1
Cookie A,Mona,http://www.ravelry.com/patterns/library/mona,http://images4-b.ravelrycache.com/uploads/Cookie/43389844/mona_1_small.jpg,Feet / Legs,6.5,479,308
Cookie A,Clandestine,http://www.ravelry.com/patterns/library/clandestine,http://images4-b.ravelrycache.com/uploads/Cookie/13864897/clandestine3_small.jpg,Feet / Legs,6,474,7
Cookie A,Marilinda,http://www.ravelry.com/patterns/library/marilinda,http://images4-b.ravelrycache.com/uploads/Cookie/43388588/marilinda_3_small.jpg,Feet / Legs,6.5,474,3
Cookie A,Wedge,http://www.ravelry.com/patterns/library/wedge-2,http://images4-b.ravelrycache.com/uploads/Cookie/43409605/wedge_3_small.jpg,Feet / Legs,6.5,462,1
Cookie A,Cookie A's Summer Sox ...,http://www.ravelry.com/patterns/library/cookie-as-summer-sox-socks,http://images4.ravelrycache.com/uploads/SbutterAMfly/9764046/cookie3_small.jpg,Feet / Legs,0,459,4
Cookie A,Devon,http://www.ravelry.com/patterns/library/devon-4,http://images4.ravelrycache.com/uploads/LisaQ2008/6381153/Devon1_small_best_fit.jpg,Feet / Legs,0,441,1
Cookie A,Cubist Socks,http://www.ravelry.com/patterns/library/cubist-socks,http://images4.ravelrycache.com/uploads/Liana/50321488/23_small.jpg,Feet / Legs,0,420,13
Cookie A,Stricken,http://www.ravelry.com/patterns/library/stricken,http://images4-b.ravelrycache.com/uploads/Cookie/43390070/stricken_1_small.jpg,Feet / Legs,6.5,368,6
Cookie A,Bex,http://www.ravelry.com/patterns/library/bex,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6544131/bex2_small_best_fit.jpg,Feet / Legs,0,340,6
Cookie A,In and Out,http://www.ravelry.com/patterns/library/in-and-out,http://images4-b.ravelrycache.com/uploads/Cookie/43401991/in_and_out_1_small.jpg,Feet / Legs,6.5,331,454
Cookie A,Lindsay,http://www.ravelry.com/patterns/library/lindsay-2,http://images4-b.ravelrycache.com/uploads/LisaQ2008/6573682/lindsay_small_best_fit.jpg,Feet / Legs,0,325,9
Cookie A,Sam,http://www.ravelry.com/patterns/library/sam-5,http://images4.ravelrycache.com/uploads/LisaQ2008/6508779/sam_small_best_fit.jpg,Feet / Legs,0,322,2
Cookie A,MAY 2010 SKA Mystery Sock,http://www.ravelry.com/patterns/library/may-2010-ska-mystery-sock,http://farm5.static.flickr.com/4132/4966181875_28b6b8b85e_m.jpg,Feet / Legs,0,319,6
Cookie A,Rhombus,http://www.ravelry.com/patterns/library/rhombus-3,http://images4.ravelrycache.com/uploads/Cookie/43403406/rhombus_1_small.jpg,Feet / Legs,6.5,316,1
Cookie A,Milo,http://www.ravelry.com/patterns/library/milo-2,http://images4.ravelrycache.com/uploads/LisaQ2008/6573125/Milo2_small_best_fit.jpg,Feet / Legs,0,311,2
Cookie A,Twinkle Toes - Archived,http://www.ravelry.com/patterns/library/twinkle-toes---archived,http://farm1.static.flickr.com/229/461335676_fc5e20a2b7_m.jpg,Feet / Legs,0,288,10
Cookie A,Lissajous Socks,http://www.ravelry.com/patterns/library/lissajous-socks,http://images4.ravelrycache.com/uploads/Cookie/12766070/lissajous_back_rgb_small.jpg,Feet / Legs,7,287,3
Cookie A,Cusp,http://www.ravelry.com/patterns/library/cusp,http://images4-b.ravelrycache.com/uploads/Cookie/43401059/cusp_1_small.jpg,Feet / Legs,6.5,285,4
Cookie A,Maelstrom,http://www.ravelry.com/patterns/library/maelstrom,http://images4-b.ravelrycache.com/uploads/juliafc/1371397/2705928561_4e040150ef_o_small.jpg,Feet / Legs,0,269,7
Cookie A,Haleakala,http://www.ravelry.com/patterns/library/haleakala-2,http://images4.ravelrycache.com/uploads/Cookie/56468037/haleakala_versions_2_small_best_fit.jpg,Feet / Legs,6.5,263,2
Cookie A,Stalagmite,http://www.ravelry.com/patterns/library/stalagmite,http://images4-b.ravelrycache.com/uploads/Cookie/43407125/stalagmite_1_small.jpg,Feet / Legs,6.5,241,476
Cookie A,Mingus Sock,http://www.ravelry.com/patterns/library/mingus-sock,http://farm3.static.flickr.com/2379/2173060002_fff35fa555_m.jpg,Feet / Legs,6.5,236,1
Cookie A,German Stocking,http://www.ravelry.com/patterns/library/german-stocking,http://images4.ravelrycache.com/uploads/Cookie/43388993/german_stockings_1_small.jpg,Feet / Legs,6.5,230,1482
Cookie A,Gothic Spire Sock,http://www.ravelry.com/patterns/library/gothic-spire-sock,http://images4-b.ravelrycache.com/uploads/Cookie/43389338/gothic_spire_2_small.jpg,Feet / Legs,6.5,207,1
Cookie A,Kristi,http://www.ravelry.com/patterns/library/kristi,http://images4.ravelrycache.com/uploads/LisaQ2008/6573960/kristi_small_best_fit.jpg,Feet / Legs,0,205,2
Cookie A,Ernie,http://www.ravelry.com/patterns/library/ernie,http://images4-b.ravelrycache.com/uploads/GoldenIris/147034801/Y_front_1_small_best_fit.jpg,Feet / Legs,0,204,63
Cookie A,Elm,http://www.ravelry.com/patterns/library/elm-3,http://images4.ravelrycache.com/uploads/Cookie/80668573/elm_small.jpg,Feet / Legs,0,191,5
Cookie A,Sake,http://www.ravelry.com/patterns/library/sake-2,http://images4-b.ravelrycache.com/uploads/Cookie/43405215/sake_1_small.jpg,Feet / Legs,6.5,187,1
Cookie A,Asymmetrical Cables,http://www.ravelry.com/patterns/library/asymmetrical-cables,http://images4-b.ravelrycache.com/uploads/Cookie/67809606/master_socks_small.jpg,Feet / Legs,0,168,249
Cookie A,Raven Swirl Socks,http://www.ravelry.com/patterns/library/raven-swirl-socks,http://farm5.static.flickr.com/4017/4412952159_58ca4a0655_m.jpg,Feet / Legs,0,168,2
Cookie A,Red Herring,http://www.ravelry.com/patterns/library/red-herring,http://farm1.static.flickr.com/66/178617900_751cd6e144_m.jpg,Feet / Legs,0,168,2
Cookie A,Newton,http://www.ravelry.com/patterns/library/newton,http://images4-b.ravelrycache.com/uploads/GoldenIris/147034434/X_Back_1_small_best_fit.jpg,Feet / Legs,0,162,49
Stephen West,Daybreak,http://www.ravelry.com/patterns/library/daybreak,http://images4-b.ravelrycache.com/uploads/westknits/139468452/4079275554_3b1a95263c_z_small.jpg,Neck / Torso,6,4514,45
Stephen West,Boneyard Shawl,http://www.ravelry.com/patterns/library/boneyard-shawl,http://farm5.static.flickr.com/4069/4466351702_78f7054cc1_m.jpg,Neck / Torso,0,3951,41
Stephen West,Windschief,http://www.ravelry.com/patterns/library/windschief,http://farm5.static.flickr.com/4111/5045447366_419885bff4_m.jpg,Neck / Torso,6,3195,27
Stephen West,Rockefeller,http://www.ravelry.com/patterns/library/rockefeller-2,http://farm9.static.flickr.com/8444/7894579292_270ff33095_m.jpg,Neck / Torso,6,2776,54
Stephen West,Earth & Sky,http://www.ravelry.com/patterns/library/earth--sky,http://farm7.static.flickr.com/6195/6070490215_66e558193f_m.jpg,Neck / Torso,6,2332,32
Stephen West,Spectra,http://www.ravelry.com/patterns/library/spectra,http://farm3.static.flickr.com/2493/5791744148_286735837d_m.jpg,Neck / Torso,6,2321,46
Stephen West,Herbivore,http://www.ravelry.com/patterns/library/herbivore,http://farm4.static.flickr.com/3559/3863655062_7f0219df4f_m.jpg,Neck / Torso,6,1925,26
Stephen West,Clockwork,http://www.ravelry.com/patterns/library/clockwork,http://farm5.static.flickr.com/4151/5009994800_ed6c19cd5c_m.jpg,Neck / Torso,6,1889,24
Stephen West,Pogona,http://www.ravelry.com/patterns/library/pogona,http://farm2.static.flickr.com/1017/4722786557_af10d97640_m.jpg,Neck / Torso,6,1735,16
Stephen West,Colonnade Shawl,http://www.ravelry.com/patterns/library/colonnade-shawl,http://farm4.static.flickr.com/3419/3912620421_88a5627f21_m.jpg,Neck / Torso,0,1409,28
Stephen West,Botanic Hat,http://www.ravelry.com/patterns/library/botanic-hat,http://farm4.static.flickr.com/3615/3697248906_3882b687e7_m.jpg,Hat,6,1338,14
Stephen West,Purl Ridge Scarf,http://www.ravelry.com/patterns/library/purl-ridge-scarf,http://farm3.static.flickr.com/2725/4333730974_7ecda8d02f_m.jpg,Neck / Torso,0,1251,20
Stephen West,Dustland Hat,http://www.ravelry.com/patterns/library/dustland-hat,http://farm7.static.flickr.com/6061/6120689395_1ec0a49367_m.jpg,Hat,6,617,9
Stephen West,Little Colonnade,http://www.ravelry.com/patterns/library/little-colonnade,http://farm4.static.flickr.com/3151/3913452376_e3e3a09b91_m.jpg,Neck / Torso,6,590,7
Stephen West,Chadwick,http://www.ravelry.com/patterns/library/chadwick,http://farm5.static.flickr.com/4131/5041119948_d21873910d_m.jpg,Neck / Torso,6,498,12
Stephen West,Geysir Stretch,http://www.ravelry.com/patterns/library/geysir-stretch,http://farm9.static.flickr.com/8064/8190252868_ae5fdd38ba_m.jpg,Neck / Torso,6,419,14
Stephen West,Akimbo,http://www.ravelry.com/patterns/library/akimbo,http://farm3.static.flickr.com/2740/4079158240_0fb228be52_m.jpg,Neck / Torso,6,418,12
Stephen West,Gyllis,http://www.ravelry.com/patterns/library/gyllis,http://farm7.static.flickr.com/6157/6195094193_6e68dfd22a_m.jpg,Neck / Torso,6,364,30
Stephen West,Metalouse,http://www.ravelry.com/patterns/library/metalouse,http://farm9.static.flickr.com/8504/8265600366_f3d740874d_m.jpg,Neck / Torso,0,325,28
Stephen West,Blue Whale,http://www.ravelry.com/patterns/library/blue-whale,http://farm5.static.flickr.com/4084/5084507952_0d8fb6f40e_m.jpg,Neck / Torso,6,301,6
Stephen West,Sharktooth,http://www.ravelry.com/patterns/library/sharktooth,http://farm8.static.flickr.com/7006/6445439447_7b84dab291_m.jpg,Neck / Torso,6,280,27
Stephen West,Flamboyan,http://www.ravelry.com/patterns/library/flamboyan,http://farm5.static.flickr.com/4098/4829569192_ae766d1f81_m.jpg,Neck / Torso,6,267,5
Stephen West,Groove,http://www.ravelry.com/patterns/library/groove-2,http://farm8.static.flickr.com/7167/6470346225_67d604580e_m.jpg,Neck / Torso,0,249,12
Stephen West,Honegart,http://www.ravelry.com/patterns/library/honegart,http://farm6.static.flickr.com/5002/5375836196_a2fb7220d6_m.jpg,Hat,6,232,7
Stephen West,Esjan,http://www.ravelry.com/patterns/library/esjan,http://farm9.static.flickr.com/8065/8179660781_b365d2d186_m.jpg,Neck / Torso,6,221,21
Stephen West,Urbana,http://www.ravelry.com/patterns/library/urbana,http://farm5.static.flickr.com/4109/5041125808_bf7e4ce3aa_m.jpg,Neck / Torso,6,215,3
Stephen West,Meadowbrook,http://www.ravelry.com/patterns/library/meadowbrook,http://farm5.static.flickr.com/4110/5040502193_9b55cc713d_m.jpg,Neck / Torso,6,194,1020
Stephen West,Loxley,http://www.ravelry.com/patterns/library/loxley,http://farm6.static.flickr.com/5290/5375907424_12c04c0f98_m.jpg,Neck / Torso,6,191,23
Stephen West,Creekbed scarf,http://www.ravelry.com/patterns/library/creekbed-scarf,http://farm4.static.flickr.com/3083/5864544494_a1350ac7b6_m.jpg,Neck / Torso,0,187,12
Stephen West,Dustland Mitts,http://www.ravelry.com/patterns/library/dustland-mitts,http://farm7.static.flickr.com/6076/6121298180_4ef6c980f9_m.jpg,Hands,6,182,10
Stephen West,Aurora Expanse,http://www.ravelry.com/patterns/library/aurora-expanse,http://farm9.static.flickr.com/8202/8210044667_54855a2a00_m.jpg,Hat,6,170,4
Stephen West,Coler,http://www.ravelry.com/patterns/library/coler,http://farm6.static.flickr.com/5202/5375762674_eed91e9e41_m.jpg,Hands,6,163,1
Stephen West,Glacier Sweep,http://www.ravelry.com/patterns/library/glacier-sweep,http://farm9.static.flickr.com/8224/8266543777_1aae7d75fc_m.jpg,Neck / Torso,6,160,12
Stephen West,Old Forge,http://www.ravelry.com/patterns/library/old-forge,http://farm7.static.flickr.com/6080/6121213744_1c344b6249_m.jpg,Blanket,6,149,14
Stephen West,Barndom,http://www.ravelry.com/patterns/library/barndom,http://images4-b.ravelrycache.com/uploads/westknits/118846793/DSC_3466_small_best_fit.jpg,Neck / Torso,6,147,33
Stephen West,Arroway,http://www.ravelry.com/patterns/library/arroway,http://farm8.static.flickr.com/7145/6679220499_b118449b60_m.jpg,Neck / Torso,6,146,7
Stephen West,Dolinar,http://www.ravelry.com/patterns/library/dolinar,http://farm6.static.flickr.com/5247/5375851936_8027792ae9_m.jpg,Neck / Torso,0,140,2
Stephen West,Westward,http://www.ravelry.com/patterns/library/westward,http://farm5.static.flickr.com/4105/5040505133_87e8b3d65f_m.jpg,Other Headwear,6,133,4
Stephen West,Bolting,http://www.ravelry.com/patterns/library/bolting,http://farm9.static.flickr.com/8167/7501630624_060549ccac_m.jpg,Neck / Torso,6,130,38
Stephen West,Piece Out,http://www.ravelry.com/patterns/library/piece-out,http://farm5.static.flickr.com/4130/5040500317_e8c5e823d5_m.jpg,Hat,6,128,2
Stephen West,Transatlantic,http://www.ravelry.com/patterns/library/transatlantic,http://farm6.static.flickr.com/5127/5375905074_f8d172e683_m.jpg,Neck / Torso,6,123,2
Stephen West,Thendara,http://www.ravelry.com/patterns/library/thendara,http://farm7.static.flickr.com/6209/6120692319_1299acb2ac_m.jpg,Neck / Torso,6,122,7
Stephen West,Slipped Rib Scarf ,http://www.ravelry.com/patterns/library/slipped-rib-scarf,http://farm4.static.flickr.com/3345/3670471483_13faa64312_m.jpg,Neck / Torso,0,117,3
Stephen West,Westlake,http://www.ravelry.com/patterns/library/westlake,http://farm8.static.flickr.com/7026/6673666541_af0376d580_m.jpg,Neck / Torso,6,117,16
Stephen West,Lakedale Shawl,http://www.ravelry.com/patterns/library/lakedale-shawl,http://farm6.static.flickr.com/5250/5328865042_0053879cd5_m.jpg,Neck / Torso,0,116,10
Stephen West,Bandwidth,http://www.ravelry.com/patterns/library/bandwidth,http://farm6.static.flickr.com/5166/5375185721_04ec5f3e92_m.jpg,Hat,6,115,1
Stephen West,Vulpix,http://www.ravelry.com/patterns/library/vulpix-2,http://farm8.static.flickr.com/7051/6981794873_7e55d46896_m.jpg,Neck / Torso,6,108,9
Stephen West,Flagstone,http://www.ravelry.com/patterns/library/flagstone,http://farm5.static.flickr.com/4128/5040499585_97c42294bb_m.jpg,Neck / Torso,6,107,7
Stephen West,Garter Squish,http://www.ravelry.com/patterns/library/garter-squish,http://farm9.static.flickr.com/8212/8289449722_f8733c990b_m.jpg,Blanket,0,107,9
Stephen West,Diamondback Mitts,http://www.ravelry.com/patterns/library/diamondback-mitts,http://farm9.static.flickr.com/8031/8001159933_3b46b573f1_m.jpg,Hands,6,103,2
